Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
170988.0,13.7,64.0,48.99085333977168,48.99085333977168,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,3479.0,66.0,930.0,221.1545261300448,268.31901557957684,268.0,169461613.5017694,13.5,20.97790722014122,380.29142474437504,72596.77508793931,1.0,244.6,0
5864141.0,6.0,64.0,83.10305502651799,83.10305502651799,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6017.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8217.0,1494.0,1494.0,1494.0,0.0,1494.0,0.0001451015472412,5.5,54.6626014748658,0.0,0.0,0.0,38.5,0
57667.4,6.0,64.0,1.4290552879235598,1.4290552879235598,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,697.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,446.0,68.2,101.8,81.09043650793652,13.053755363554329,81.5,5.290508270263672e-05,5.5,12.732583394514734,18.46079787503906,197.50108936444948,0.9,38.5,0
258885.4,5.4,57.6,1.850640221617236,1.850640221617236,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,3201.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,424.1,60.0,95.3,74.37071428571429,13.237366797873074,79.9,0.0729497194290161,5.5,12.185505894051676,18.720463655659408,205.93623299319728,0.9,38.5,0
1729.9,6.0,44.0,70.11632898970758,70.11632898970758,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,1.0,0.0,25.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,327.9,54.0,84.9,57.09,9.27,84.9,0.0183871984481811,5.5,10.656147651212892,13.109759723198591,859.3290000000003,0.1,38.5,0
73982.7,9.3,68.2,1.3309553044021265,1.3309553044021265,0.0,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,881.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,763.1,66.0,201.9,135.11805555555554,58.581007436195854,125.1,0.0998650074005127,5.5,16.343672230087343,82.84605521374732,3827.3332849426806,0.9,38.5,0
42966.9,6.0,174.4,5.056700134744145,5.056700134744145,0.0,0.1,0.0,0.0,0.5,1.0,0.0,0.0,0.1,0.7,0.0,546.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,915.7,66.0,398.4,162.9477380952381,134.71112552557878,146.8,0.0549320936203002,5.5,17.881953433515985,190.51030072081795,20316.67225836168,0.9,38.5,0
224772.2,6.0,64.0,1.4468383066119466,1.4468383066119466,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2727.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,452.6,67.8,105.6,82.18269841269841,15.122818724373754,81.2,0.0034348964691162,5.5,12.818327307519452,21.38689534131916,261.503025069287,0.9,38.5,0
442674.5,6.0,99.8,1.691648280709518,1.691648280709518,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,5877.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,439.1,54.0,116.1,78.92246031746032,21.200933155315365,77.9,0.0098571062088012,5.5,12.54053344394641,29.98264720321241,521.6826960821365,0.9,38.5,0
17944.4,6.0,64.0,2.047100101850151,2.047100101850151,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1223.8,66.0,111.0,79.10135929730743,15.122795292338177,75.2,169466584.3251324,13.5,12.582686572356495,21.39973802574448,229.5933141528606,1.0,244.6,0
60152.9,7.1,64.0,1.8506176802789616,1.8506176802789616,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,722.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1217.4,66.0,118.7,78.23916940386755,15.841343576537517,93.4,169462907.3212623,13.5,12.454072597769985,19.783297868646823,198.6570948733892,1.0,244.6,0
53514.2,6.0,64.0,1.0489125380299784,1.0489125380299784,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,666.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,381.2,66.0,81.1,68.1177380952381,4.878091038882859,73.2,5.099773406982422e-05,5.5,11.66959640834822,6.898662505678802,67.06158375850342,0.8,38.5,0
483273.3,8.2,64.0,1.6576001847493127,1.6576001847493127,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,5946.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1209.0,67.9,765.8,215.4828571428571,252.2570764192916,177.9,0.1004091024398803,5.5,20.26155289609961,356.7453786767484,80705.9214659864,0.9,38.5,0
104394.2,6.0,64.0,1.189615154069246,1.189615154069246,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1385.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1204.6,66.0,111.0,77.7672077660042,12.968657155900582,76.3,169466269.21571094,13.5,12.476042842500588,18.347276022940616,168.4583970920878,1.0,244.6,0
128762.5,6.0,59.2,47.99065783906953,47.99065783906953,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.8,0.0,1679.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1093.9,67.8,748.2,170.88055555555556,233.2442021217082,199.4,0.0125521898269653,5.5,17.868029987866876,329.8571139854113,89634.53300220461,0.9,38.5,0
364801.4,6.0,64.0,2.0344320510216862,2.0344320510216862,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4696.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1252.8,66.0,111.0,80.96749718805447,17.08690512400154,77.7,169466803.5251404,13.5,12.731063317325546,24.179861550196456,292.85223504291486,1.0,244.6,0
534066.2,6.0,64.0,2.033466445087108,2.033466445087108,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,6649.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,444.6,67.8,100.4,80.30111111111111,13.072715542687764,80.5,0.0242484092712402,5.5,12.670529852297896,18.48761161751459,204.04558289241623,0.9,38.5,0
48257.9,6.0,64.0,0.3067563345689502,0.3067563345689502,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,644.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1045.2,66.0,68.0,67.44196213229495,0.8931782348289211,67.4,169465523.91983062,13.5,11.61368009673614,1.265003601414909,0.8016384783161211,1.0,244.6,0
92703.0,7.1,79.8,1.6558232277018925,1.6558232277018925,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,1145.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1320.9,66.0,152.2,84.65587193808943,24.59902008549853,97.5,169467897.9314552,13.5,13.017382721333286,34.85689194361236,685.3182807981277,1.0,244.6,0
344026.2,6.0,64.0,2.0339269312449946,2.0339269312449946,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4283.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1629.9,66.0,342.0,105.9617651333015,76.55522356395105,80.5,169465136.91068602,13.5,14.560267512512,108.50101620015629,5922.486805188179,1.0,244.6,0
62299.2,6.0,64.0,2.0354323827532985,2.0354323827532985,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,775.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1227.0,66.0,111.0,79.03175067966089,14.839562931111256,80.6,169463951.4094322,13.5,12.57765448683379,21.00087495363938,222.1453775428834,1.0,244.6,0
374106.0,6.0,64.0,2.033964466508618,2.033964466508618,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4664.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2077.2,66.0,929.0,136.09485155668204,211.7161952030009,80.5,169467232.528382,13.5,16.50244004200581,300.0313315827656,45333.886416746274,1.0,244.6,0
97126.0,6.0,64.0,1.0960788537842248,1.0960788537842248,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1219.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1015.6,42.0,94.8,65.12130737210845,15.195742316101713,78.0,169464024.510579,13.5,11.411826933895082,21.549480108654123,233.03543085283164,1.0,244.6,0
468074.2,6.0,64.0,1.513186785535955,1.513186785535955,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,5686.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,458.2,67.9,105.8,83.31892857142857,15.892138103244935,81.3,0.0001156091690063,5.5,12.906229936587398,22.474877240715223,288.8343377267573,0.9,38.5,0
36342.5,8.2,135.4,4.442303879090643,4.442303879090643,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.5,0.0,466.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,675.6,66.0,275.0,114.29238095238097,77.10037526322299,114.6,0.0995303153991699,5.5,14.992536331037424,109.036396361305,7689.850141723358,0.8,38.5,0
391005.0,6.0,64.0,2.0343700805708,2.0343700805708,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4868.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,456.2,67.9,105.8,83.09079365079364,15.84150570202622,80.6,0.0001835107803344,5.5,12.888455947104756,22.4032722122162,287.04197782816834,0.9,38.5,0
75374.2,6.0,64.0,0.5999345999849439,0.5999345999849439,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1000.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1108.4,66.0,112.0,71.66454736912554,11.816758924796924,67.4,169464665.9163225,13.5,11.972934665995403,16.747499481028562,141.11174927751537,1.0,244.6,0
349519.9,7.1,83.1,1.5900109612484925,1.5900109612484925,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,4285.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1415.0,66.0,246.0,91.7159867673606,44.19149029834498,96.2,169463140.9047977,13.5,13.543931370806892,62.639675159684586,1972.5765812146667,1.0,244.6,0
109366.0,6.0,64.0,0.6687316705462448,0.6687316705462448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1381.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1011.0,60.0,66.0,65.19747431618948,2.029863657555972,66.0,169462542.0048571,13.5,11.418776529306289,2.876508944148396,4.162116891058884,1.0,244.6,0
53339.8,6.0,64.0,0.4464574898411854,0.4464574898411854,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,714.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,424.4,68.5,91.0,78.85984126984127,9.690439210171371,75.5,4.270076751708984e-05,5.5,12.554040145661189,13.704350556376378,104.99303943058706,0.9,38.5,0
235670.2,6.0,64.0,1.7738747748474155,1.7738747748474155,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3023.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1239.6,66.0,111.0,80.00082116627782,16.219583694792753,78.0,169465484.51926932,13.5,12.65460110313452,22.953205566063936,263.6343521746286,1.0,244.6,0
37312.9,6.0,64.0,1.6524763836425134,1.6524763836425134,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,457.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,441.7,66.0,100.6,78.28607142857143,14.590060982487897,81.1,0.0001852989196777,5.5,12.505591508386557,20.633462117284903,249.6199210600907,0.9,38.5,0
158933.2,6.0,64.0,2.0344378068945623,2.0344378068945623,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1978.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1241.2,66.0,111.0,80.01770478661345,15.756524210533213,80.4,169463277.7058974,13.5,12.655912085095096,22.296789215996704,249.6793477637997,1.0,244.6,0
2312114.5,7.1,54.1,3145.6497344557524,3145.6497344557524,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.9,1.8,0.0,2051.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7723.2,1009.6,1514.0,1412.105476190476,180.4280254162105,1431.8,0.0001011133193969,5.5,53.132972081104775,255.1637605758024,41076.35990646259,0.9,38.5,0
59674.7,6.0,64.0,0.4247154133541199,0.4247154133541199,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,739.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,371.4,66.6,68.0,67.63174603174602,0.6126362310330458,67.4,5.221366882324219e-05,5.5,11.630263327353736,0.8663984667280703,0.5376573444192492,0.7,38.5,0
140534.5,6.0,64.0,2.257727511428352,2.257727511428352,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.2,0.0,1722.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1460.9,66.0,212.0,94.76929031924388,47.59055245595288,78.7,169461964.90010127,13.5,13.775052616090104,67.40924042016468,2283.9432301233537,1.0,244.6,0
8008.0,6.0,64.0,1.765933373529186,1.765933373529186,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,446.8,70.4,110.0,84.86448412698414,14.892988868048253,78.2,8.490085601806641e-05,5.5,13.011353980025376,21.06186684146536,251.58486241811545,0.9,38.5,0
236730.7,6.0,64.0,1.2508289957608774,1.2508289957608774,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2917.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,417.9,66.0,90.0,74.46075396825395,9.850072579943092,80.1,5.800724029541016e-05,5.5,12.199645530747508,13.930106232914865,116.36906045288484,0.9,38.5,0
160173.2,6.0,64.0,0.5947717393082531,0.5947717393082531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1031.0,66.0,68.0,66.53501712254034,0.8777153274884112,66.0,169462673.9016545,13.5,11.535777756948375,1.2434498471533568,0.7755849579630296,1.0,244.6,0
151740.9,6.0,64.0,1.2527271093233732,1.2527271093233732,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1817.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2217.6,60.0,928.0,145.23565599905768,213.0218708091577,81.2,169466526.5247564,13.5,17.043689393070846,301.9066955069303,45895.61679088461,1.0,244.6,0
414767.0,6.0,80.8,2.7799473758465547,2.7799473758465547,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.1,0.0,5124.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5778.1,66.0,1514.0,383.4024585639679,502.9321284324715,97.6,169469391.4461436,13.5,27.66001701040069,712.5197751053489,254695.4300525394,1.0,244.6,0
1053118.0,17.0,62.0,1408.654434975237,1408.654434975237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5281.0,683.5,1292.0,1076.4188492063493,280.52450785454164,684.0,0.0005937099456787,5.5,46.09215364860331,396.7215635859307,159046.70888093664,0.5,38.5,0
3643.5,8.2,75.1,29.39306583659424,29.39306583659424,0.0,0.1,0.0,0.0,0.5,0.8,0.0,0.0,0.5,1.1,0.0,13.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1634.2,68.4,1165.2,288.6655158730158,398.8449117406984,238.0,0.0063862800598144,5.5,23.27375651032733,564.0518834671957,202585.9690476033,0.9,38.5,0
128841.7,7.1,64.0,0.976746195438868,0.976746195438868,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1647.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1197.2,66.0,238.4,74.93684210526315,38.01848658909955,154.0,169462506.1689133,13.5,12.176174383266876,54.4421052631579,7409.857063711912,0.2,244.6,0
143904.7,9.3,83.1,1.4653159249057937,1.4653159249057937,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1676.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1809.5,66.0,429.0,111.63833619467908,97.73509710328304,265.0,169468373.92557448,13.5,14.758775284897755,139.08772291751737,18479.9818230042,1.0,244.6,0
89244.0,6.0,64.0,2.035712126349316,2.035712126349316,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3945.2,66.0,1474.0,260.85349220524915,407.2340937647431,80.4,169462389.799892,13.5,22.82913042368395,577.0177783515273,167389.24078534282,1.0,244.6,0
153938.4,6.0,64.0,2.035563592121259,2.035563592121259,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1916.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3053.0,54.0,932.0,201.1494088994941,287.3825806891123,80.6,169462429.43066671,13.5,20.05502505945167,407.19545403760736,83383.57054061757,1.0,244.6,0
87816.4,6.0,64.0,1.7751461907362214,1.7751461907362214,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1082.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1099.6,42.0,100.6,70.50226619269962,16.615181469050935,80.8,169463974.21030313,13.5,11.875783773226768,23.55216782394572,280.46610588234387,1.0,244.6,0
4843.5,6.0,80.8,1.907676819006056,1.907676819006056,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,406.4,66.0,87.6,72.83321428571428,8.89190573466075,75.9,0.099902606010437,5.5,12.066736384542754,12.575053685300333,92.74897604875284,0.9,38.5,0
491107.4,6.0,64.0,2.033722532293144,2.033722532293144,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,6119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,450.7,66.0,106.3,81.41952380952381,17.931813204145662,80.3,0.0998956203460693,5.5,12.75203613093179,25.359413431243738,360.24105328798186,0.9,38.5,0
58820.8,7.1,70.4,1.4471419787551447,1.4471419787551447,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,603.2,66.0,263.6,103.8443253968254,69.21233140898158,103.9,0.0999327182769775,5.5,14.31513088148111,97.88101776204309,6550.368773226883,0.9,38.5,0
345399.2,6.0,69.9,1.685203163387658,1.685203163387658,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,4596.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,414.9,66.0,86.5,74.2025,8.807761692369676,76.5,0.1000607967376709,5.5,12.179287633339394,12.456056039499398,87.19265575396827,0.9,38.5,0
